Client_Number,Report_Number,RX_Type,Data_Date,Category,Product_Group,Bucket01,Bucket24,Bucket25,Prescriber_Name,Prescriber_Address,Prescriber_ZIP,SRA1_IMS_Doctor#,SRA2_Specialty,Client_Data
C636,R1674,T,20250105,2,172,0,12,12,Katrina Torres,"4105 King Ridges Apt. 254, Seattle, WA, 98101",98101,ID00099,NEP,Unaware
C822,R3262,B,20250408,3,171,8,10,18,Nicholas Kelley,"579 Scott Squares, Los Angeles, CA, 90001",90001,ID00025,END,Low-Volume Prescriber
C995,R1711,B,20250306,2,171,0,0,0,Timothy Mccarthy,"3359 Harrell Center, Atlanta, GA, 30301",30301,ID00075,END,Aware Non-Prescriber
C523,R7737,N,20250406,2,171,0,0,0,Michael Smith,"41758 Brian Prairie, Chicago, IL, 60601",60601,ID00106,CAR,Managed Care Restricted
C504,R1504,T,20250204,2,172,0,11,11,John Walsh,"0193 Mcclain Circles Suite 081, Philadelphia, PA, 19103",19103,ID00069,END,Aware Non-Prescriber
C195,R7937,B,20250415,3,171,20,46,66,Jon Thomas,"14771 Patrick Ville, Seattle, WA, 98101",98101,ID00018,NEP,High-Volume Loyalist
C579,R1994,T,20250427,1,172,0,21,21,Lisa Guerrero,"897 Amanda Circles, Houston, TX, 77001",77001,ID00094,NEP,Unaware
C739,R1447,T,20250412,3,172,0,27,27,Luis Lozano,"59703 David Ford Apt. 715, Los Angeles, CA, 90001",90001,ID00131,END,Competitor Loyalist
C523,R4908,N,20250219,3,171,0,0,0,Alexandra Clark,"7622 Johnson Greens, Houston, TX, 77001",77001,ID00124,END,Managed Care Restricted
C685,R3148,T,20250203,2,173,0,22,22,Jill Taylor,"10380 Owens Pine, Chicago, IL, 60601",60601,ID00082,END,Aware Non-Prescriber
C574,R2929,N,20250215,2,171,12,0,12,Karla Johnson,"53763 Lisa Lake Apt. 638, Houston, TX, 77001",77001,ID00056,NEP,New Adopter
C543,R5072,N,20250306,3,171,9,0,9,Taylor Hebert,"419 Mccarthy Falls, Houston, TX, 77001",77001,ID00061,NEP,New Adopter
C720,R2161,T,20250214,1,172,0,17,17,Lisa Guerrero,"897 Amanda Circles, Houston, TX, 77001",77001,ID00094,NEP,Unaware
C586,R5441,B,20250128,1,171,10,19,29,Kristin Woods,"6290 Harrington Pass, Atlanta, GA, 30301",30301,ID00032,NEP,Low-Volume Prescriber
C580,R8438,T,20250408,1,173,0,21,21,Jessica Matthews,"0909 Miller Dam Apt. 891, Los Angeles, CA, 90001",90001,ID00130,END,Competitor Loyalist
C998,R8863,T,20250116,3,173,0,15,15,Bonnie Davis,"5907 Angela Valley, New York, NY, 10001",10001,ID00071,END,Aware Non-Prescriber
C320,R5166,T,20250328,1,171,0,0,0,Jill Taylor,"10380 Owens Pine, Chicago, IL, 60601",60601,ID00082,END,Aware Non-Prescriber
C490,R6881,B,20250418,2,171,11,37,48,John Villa,"71110 Garza Ridge Apt. 137, Los Angeles, CA, 90001",90001,ID00012,NEP,High-Volume Loyalist
C480,R8404,N,20250421,1,171,0,0,0,Joy Diaz,"140 Donna Trafficway, Los Angeles, CA, 90001",90001,ID00119,CAR,Managed Care Restricted
C988,R7332,T,20250101,2,173,0,27,27,Mr. Scott Lopez,"99002 Vasquez Island Apt. 417, New York, NY, 10001",10001,ID00103,CAR,Unaware
C439,R6911,B,20250422,1,171,0,0,0,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR,Aware Non-Prescriber
C174,R2153,T,20250112,1,172,0,15,15,Bryan Johnson,"714 Watkins Unions Suite 059, Philadelphia, PA, 19103",19103,ID00137,END,Competitor Loyalist
C686,R7456,T,20250114,1,172,0,28,28,John Walsh,"0193 Mcclain Circles Suite 081, Philadelphia, PA, 19103",19103,ID00069,END,Aware Non-Prescriber
C553,R3071,T,20250130,3,172,0,22,22,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP,Aware Non-Prescriber
C251,R3165,T,20250409,2,172,0,29,29,Katrina Torres,"4105 King Ridges Apt. 254, Seattle, WA, 98101",98101,ID00099,NEP,Unaware
C865,R4764,T,20250418,3,172,0,10,10,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C248,R3525,T,20250211,1,173,0,17,17,Scott Johnson,"09995 Charles Plain, Philadelphia, PA, 19103",19103,ID00132,CAR,Competitor Loyalist
C103,R8005,N,20250118,1,171,13,0,13,Robert Hernandez,"450 Michael Heights Suite 689, Atlanta, GA, 30301",30301,ID00050,CAR,New Adopter
C447,R1918,T,20250101,1,173,0,19,19,Michael Garcia,"29926 Kathryn Overpass, Los Angeles, CA, 90001",90001,ID00140,END,Competitor Loyalist
C761,R1969,B,20250405,2,171,7,14,21,Brian Webb,"98193 Donna Mill Suite 101, Los Angeles, CA, 90001",90001,ID00026,NEP,Low-Volume Prescriber
C140,R3518,T,20250227,3,173,0,12,12,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR,Aware Non-Prescriber
C692,R2196,B,20250413,1,171,10,13,23,Erin Simmons,"2413 Donna Village, New York, NY, 10001",10001,ID00028,NEP,Low-Volume Prescriber
C712,R8851,B,20250410,2,171,5,17,22,Amanda Thompson,"199 Angela Circles, New York, NY, 10001",10001,ID00035,NEP,Low-Volume Prescriber
C383,R6889,T,20250331,3,172,0,28,28,Bonnie Davis,"5907 Angela Valley, New York, NY, 10001",10001,ID00071,END,Aware Non-Prescriber
C273,R3293,B,20250226,1,171,10,15,25,Tina Wilson,"63359 Blake Center, Philadelphia, PA, 19103",19103,ID00031,NEP,Low-Volume Prescriber
C496,R7116,B,20250217,2,171,10,50,60,Paul Nelson PhD,"47328 Nancy Ville Suite 584, Atlanta, GA, 30301",30301,ID00019,END,High-Volume Loyalist
C159,R7761,B,20250206,3,171,6,17,23,Douglas Mcclain,"09854 Barrett Stravenue, Philadelphia, PA, 19103",19103,ID00030,NEP,Low-Volume Prescriber
C119,R8720,T,20250302,3,172,0,25,25,Michael Garcia,"29926 Kathryn Overpass, Los Angeles, CA, 90001",90001,ID00140,END,Competitor Loyalist
C924,R6168,B,20250416,1,171,13,31,44,Michelle Elliott,"8851 Kevin Cliff, Atlanta, GA, 30301",30301,ID00001,CAR,High-Volume Loyalist
C971,R9992,T,20250122,3,172,0,23,23,Amy Ward,"777 Aaron Junctions, Philadelphia, PA, 19103",19103,ID00070,CAR,Aware Non-Prescriber
C190,R5017,T,20250306,3,172,0,13,13,Jessica Matthews,"0909 Miller Dam Apt. 891, Los Angeles, CA, 90001",90001,ID00130,END,Competitor Loyalist
C488,R2650,T,20241231,3,173,0,15,15,Reginald Baker,"502 John Extension, Houston, TX, 77001",77001,ID00081,NEP,Aware Non-Prescriber
C712,R9908,T,20250425,1,173,0,29,29,Tammy Rose,"86335 Lawson Ranch Apt. 743, Los Angeles, CA, 90001",90001,ID00076,END,Aware Non-Prescriber
C383,R9720,N,20250123,2,171,0,0,0,Ashley Leach,"30119 Gina Green Suite 169, Seattle, WA, 98101",98101,ID00121,NEP,Managed Care Restricted
C714,R8133,T,20250414,1,173,0,29,29,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C158,R4552,T,20250319,1,173,0,18,18,John Church,"5132 Crystal Prairie, Los Angeles, CA, 90001",90001,ID00135,NEP,Competitor Loyalist
C745,R6886,T,20250423,1,173,0,18,18,Tina Reed,"19172 Miller Vista, Philadelphia, PA, 19103",19103,ID00139,END,Competitor Loyalist
C879,R8989,T,20250213,1,173,0,20,20,Jonathan Joseph,"5976 Cabrera Orchard Suite 124, Chicago, IL, 60601",60601,ID00072,CAR,Aware Non-Prescriber
C910,R6381,B,20250207,3,171,16,50,66,Brian Perez,"2053 Nicole Mountains Suite 024, Los Angeles, CA, 90001",90001,ID00017,END,High-Volume Loyalist
C174,R2153,T,20250112,1,172,0,18,18,Bryan Johnson,"714 Watkins Unions Suite 059, Philadelphia, PA, 19103",19103,ID00137,END,Competitor Loyalist
C850,R4161,N,20250412,2,171,0,0,0,Stephen Lopez,"736 Graham Inlet, Atlanta, GA, 30301",30301,ID00091,CAR,Unaware
C125,R9468,T,20250217,2,173,0,11,11,Dean Dunn,"68691 Candace Center, Los Angeles, CA, 90001",90001,ID00067,NEP,Aware Non-Prescriber
C835,R6640,T,20250426,2,171,0,0,0,Michelle Ross,"5963 Connor Spring, Houston, TX, 77001",77001,ID00127,NEP,Competitor Loyalist
C687,R6431,T,20250305,2,173,0,18,18,Jessica Matthews,"0909 Miller Dam Apt. 891, Los Angeles, CA, 90001",90001,ID00130,END,Competitor Loyalist
C828,R6277,B,20250329,1,171,6,12,18,Brian Roberts,"4298 Lowery Garden Suite 160, Los Angeles, CA, 90001",90001,ID00039,CAR,Low-Volume Prescriber
C662,R1870,T,20250106,2,173,0,22,22,Michelle Ross,"5963 Connor Spring, Houston, TX, 77001",77001,ID00127,NEP,Competitor Loyalist
C873,R1003,T,20250422,3,172,0,29,29,Timothy Lewis,"60203 Cindy Lock, Atlanta, GA, 30301",30301,ID00126,CAR,Competitor Loyalist
C257,R5726,T,20250416,2,171,0,0,0,Michelle Peters,"68718 Rivera Motorway, Philadelphia, PA, 19103",19103,ID00128,END,Competitor Loyalist
C331,R4044,T,20250217,2,173,0,30,30,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP,Competitor Loyalist
C579,R5470,B,20250307,2,171,6,18,24,Brian Webb,"98193 Donna Mill Suite 101, Los Angeles, CA, 90001",90001,ID00026,NEP,Low-Volume Prescriber
C491,R6883,N,20250130,3,171,8,0,8,Benjamin Tucker,"9040 Smith Causeway, Los Angeles, CA, 90001",90001,ID00047,END,New Adopter
C932,R7637,T,20250423,1,171,0,0,0,Bonnie Davis,"5907 Angela Valley, New York, NY, 10001",10001,ID00071,END,Aware Non-Prescriber
C406,R2293,N,20250313,1,171,15,0,15,Kaitlyn Schwartz,"863 Stacy Spurs Suite 299, Atlanta, GA, 30301",30301,ID00051,CAR,New Adopter
C804,R9059,T,20250228,3,172,0,11,11,Brittany Christensen,"828 Brandon Square Apt. 201, Chicago, IL, 60601",60601,ID00085,END,Aware Non-Prescriber
C604,R5501,T,20250215,3,172,0,30,30,Reginald Baker,"502 John Extension, Houston, TX, 77001",77001,ID00081,NEP,Aware Non-Prescriber
C297,R9621,T,20250217,1,173,0,10,10,Cynthia Graves,"1646 Samuel Crescent Suite 809, New York, NY, 10001",10001,ID00095,NEP,Unaware
C754,R2705,N,20250426,3,171,11,0,11,Heidi Lucero,"5415 Billy Key, Seattle, WA, 98101",98101,ID00049,NEP,New Adopter
C451,R9765,T,20250318,1,173,0,26,26,Jessica Matthews,"0909 Miller Dam Apt. 891, Los Angeles, CA, 90001",90001,ID00130,END,Competitor Loyalist
C209,R3546,B,20250421,1,171,14,33,47,Jill King,"9346 Eric Highway, Los Angeles, CA, 90001",90001,ID00004,NEP,High-Volume Loyalist
C491,R6172,T,20250427,2,173,0,15,15,Sandra Mccoy,"96055 Megan Valley, Seattle, WA, 98101",98101,ID00133,CAR,Competitor Loyalist
C378,R9060,T,20250319,2,172,0,28,28,David Mccoy,"65524 Thomas Track, Chicago, IL, 60601",60601,ID00086,CAR,Unaware
C657,R6876,B,20250418,2,171,11,41,52,Mariah Bailey,"1518 Austin Knoll, Philadelphia, PA, 19103",19103,ID00013,CAR,High-Volume Loyalist
C194,R7550,N,20250131,2,171,0,0,0,James Steele,"0564 Katherine Tunnel Apt. 235, Atlanta, GA, 30301",30301,ID00097,END,Unaware
C371,R7014,N,20250118,1,171,0,0,0,James Steele,"0564 Katherine Tunnel Apt. 235, Atlanta, GA, 30301",30301,ID00097,END,Unaware
C254,R2584,N,20250127,2,171,8,0,8,Kaitlyn Schwartz,"863 Stacy Spurs Suite 299, Atlanta, GA, 30301",30301,ID00051,CAR,New Adopter
C344,R1004,T,20250326,1,173,0,24,24,Suzanne Barnett,"169 Carol Lights Apt. 195, New York, NY, 10001",10001,ID00078,CAR,Aware Non-Prescriber
C522,R4646,N,20250427,2,171,0,0,0,Brianna Murray,"194 Maddox Mews, Houston, TX, 77001",77001,ID00108,END,Managed Care Restricted
C799,R2220,N,20250205,2,171,10,0,10,Jeremy Haynes,"4394 Gray Manor, New York, NY, 10001",10001,ID00065,NEP,New Adopter
C659,R7012,T,20250202,2,171,0,0,0,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP,Competitor Loyalist
C973,R6571,T,20250214,3,173,0,10,10,Alejandro Gould,"48615 Craig Tunnel, New York, NY, 10001",10001,ID00138,NEP,Competitor Loyalist
C527,R3880,B,20250403,3,171,5,12,17,Brian Webb,"98193 Donna Mill Suite 101, Los Angeles, CA, 90001",90001,ID00026,NEP,Low-Volume Prescriber
C539,R1025,B,20250313,1,171,12,39,51,Paul Nelson PhD,"47328 Nancy Ville Suite 584, Atlanta, GA, 30301",30301,ID00019,END,High-Volume Loyalist
C942,R9031,B,20250322,2,171,10,43,53,Emma Moore,"7136 Stephanie Drive, Philadelphia, PA, 19103",19103,ID00008,CAR,High-Volume Loyalist
C346,R4144,B,20250112,1,171,9,12,21,Kristin Woods,"6290 Harrington Pass, Atlanta, GA, 30301",30301,ID00032,NEP,Low-Volume Prescriber
C377,R8289,B,20250330,2,171,0,0,0,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END,Aware Non-Prescriber
C271,R5523,N,20250209,1,171,0,0,0,Jeffrey Salazar,"8770 Thomas Wells Apt. 251, New York, NY, 10001",10001,ID00090,NEP,Unaware
C499,R7199,T,20250403,3,172,0,30,30,David Mccoy,"65524 Thomas Track, Chicago, IL, 60601",60601,ID00086,CAR,Unaware
C169,R4853,B,20250417,1,171,11,49,60,Andrea Miller,"677 Johnson Rue, Chicago, IL, 60601",60601,ID00003,END,High-Volume Loyalist
C923,R8622,B,20250226,2,171,20,30,50,John Villa,"71110 Garza Ridge Apt. 137, Los Angeles, CA, 90001",90001,ID00012,NEP,High-Volume Loyalist
C225,R8450,B,20250106,2,171,14,36,50,Mariah Bailey,"1518 Austin Knoll, Philadelphia, PA, 19103",19103,ID00013,CAR,High-Volume Loyalist
C777,R5122,T,20250115,3,172,0,10,10,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP,Aware Non-Prescriber
C362,R1804,T,20250329,3,173,0,16,16,Lisa Guerrero,"897 Amanda Circles, Houston, TX, 77001",77001,ID00094,NEP,Unaware
C844,R2235,T,20250201,3,171,0,0,0,Bonnie Davis,"5907 Angela Valley, New York, NY, 10001",10001,ID00071,END,Aware Non-Prescriber
C505,R4982,T,20250314,1,172,0,13,13,Jeffrey Salazar,"8770 Thomas Wells Apt. 251, New York, NY, 10001",10001,ID00090,NEP,Unaware
C892,R5934,T,20250427,2,173,0,11,11,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR,Aware Non-Prescriber
C865,R4764,T,20250418,3,172,0,16,16,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C962,R6653,T,20250313,3,172,0,26,26,Sandra Mccoy,"96055 Megan Valley, Seattle, WA, 98101",98101,ID00133,CAR,Competitor Loyalist
C777,R4241,B,20250427,2,171,20,48,68,Clinton Diaz,"85425 Laura Summit Suite 944, Philadelphia, PA, 19103",19103,ID00009,END,High-Volume Loyalist
C172,R5979,T,20250104,3,172,0,16,16,Lisa Guerrero,"897 Amanda Circles, Houston, TX, 77001",77001,ID00094,NEP,Unaware
C431,R2467,N,20250408,2,171,0,0,0,Audrey Ruiz,"8055 Martha Curve Apt. 773, Philadelphia, PA, 19103",19103,ID00100,END,Unaware
C677,R5979,B,20241231,2,171,6,14,20,Heather Hall,"185 Peterson Unions, Atlanta, GA, 30301",30301,ID00044,CAR,Low-Volume Prescriber
C124,R4164,B,20250212,2,171,13,37,50,Lori Williams MD,"31525 Colin Knoll, Philadelphia, PA, 19103",19103,ID00005,END,High-Volume Loyalist
C853,R3262,T,20250313,2,172,0,23,23,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C341,R8944,T,20250201,3,171,0,0,0,Scott Johnson,"09995 Charles Plain, Philadelphia, PA, 19103",19103,ID00132,CAR,Competitor Loyalist
C125,R7240,N,20250412,1,171,9,0,9,Jeffrey Norman,"2046 Steve River, Philadelphia, PA, 19103",19103,ID00064,NEP,New Adopter
C578,R2240,T,20250131,2,173,0,21,21,James Rhodes,"28272 Mary Lane, Houston, TX, 77001",77001,ID00136,CAR,Competitor Loyalist
C130,R5602,N,20250208,3,171,11,0,11,Benjamin Tucker,"9040 Smith Causeway, Los Angeles, CA, 90001",90001,ID00047,END,New Adopter
C853,R3262,T,20250313,2,172,0,18,18,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C686,R3502,T,20250221,1,173,0,10,10,Mrs. Kristin Rodriguez,"484 Caldwell Ways Apt. 822, New York, NY, 10001",10001,ID00105,NEP,Unaware
C610,R4271,T,20250122,3,172,0,10,10,Valerie Smith,"2865 Rodriguez Pike Apt. 296, New York, NY, 10001",10001,ID00080,NEP,Aware Non-Prescriber
C894,R4912,N,20250319,2,171,0,0,0,Tiffany Gonzalez,"266 Robertson Heights, Los Angeles, CA, 90001",90001,ID00092,END,Unaware
C302,R8993,T,20250301,3,173,0,30,30,Audrey Ruiz,"8055 Martha Curve Apt. 773, Philadelphia, PA, 19103",19103,ID00100,END,Unaware
C428,R9419,T,20250205,3,173,0,19,19,Dean Dunn,"68691 Candace Center, Los Angeles, CA, 90001",90001,ID00067,NEP,Aware Non-Prescriber
C926,R9570,T,20250114,1,173,0,15,15,Michael Garcia,"29926 Kathryn Overpass, Los Angeles, CA, 90001",90001,ID00140,END,Competitor Loyalist
C769,R3435,T,20250310,2,173,0,30,30,Jonathan Joseph,"5976 Cabrera Orchard Suite 124, Chicago, IL, 60601",60601,ID00072,CAR,Aware Non-Prescriber
C164,R9856,T,20250302,2,171,0,0,0,Tina Reed,"19172 Miller Vista, Philadelphia, PA, 19103",19103,ID00139,END,Competitor Loyalist
C897,R6875,N,20250122,3,171,14,0,14,Jocelyn Norris,"170 Bonnie Isle Apt. 987, New York, NY, 10001",10001,ID00060,END,New Adopter
C426,R2623,B,20250109,2,171,13,30,43,Jon Thomas,"14771 Patrick Ville, Seattle, WA, 98101",98101,ID00018,NEP,High-Volume Loyalist
C344,R1004,T,20250326,1,172,0,13,13,Suzanne Barnett,"169 Carol Lights Apt. 195, New York, NY, 10001",10001,ID00078,CAR,Aware Non-Prescriber
C493,R6902,T,20250123,3,173,0,27,27,Michelle Peters,"68718 Rivera Motorway, Philadelphia, PA, 19103",19103,ID00128,END,Competitor Loyalist
C681,R2758,B,20250421,1,171,5,14,19,Brian Webb,"98193 Donna Mill Suite 101, Los Angeles, CA, 90001",90001,ID00026,NEP,Low-Volume Prescriber
C174,R6207,T,20250302,3,173,0,25,25,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR,Aware Non-Prescriber
C629,R5454,T,20250320,1,172,0,13,13,David Mccoy,"65524 Thomas Track, Chicago, IL, 60601",60601,ID00086,CAR,Unaware
C573,R7770,B,20250419,3,171,10,47,57,Thomas Rhodes,"890 Dylan Trail, Atlanta, GA, 30301",30301,ID00010,NEP,High-Volume Loyalist
C504,R1504,B,20250204,2,171,0,0,0,John Walsh,"0193 Mcclain Circles Suite 081, Philadelphia, PA, 19103",19103,ID00069,END,Aware Non-Prescriber
C279,R2343,T,20250302,3,171,0,0,0,Bonnie Davis,"5907 Angela Valley, New York, NY, 10001",10001,ID00071,END,Aware Non-Prescriber
C702,R4193,T,20250402,3,172,0,24,24,Devin Watkins,"915 Alejandro Dam Suite 837, Seattle, WA, 98101",98101,ID00134,CAR,Competitor Loyalist
C241,R3471,B,20250210,2,171,18,32,50,Kristin Elliott,"294 Schroeder Garden Apt. 703, Houston, TX, 77001",77001,ID00006,END,High-Volume Loyalist
C933,R2636,T,20250313,3,172,0,14,14,Jill Taylor,"10380 Owens Pine, Chicago, IL, 60601",60601,ID00082,END,Aware Non-Prescriber
C140,R7294,T,20250121,3,173,0,23,23,Tina Reed,"19172 Miller Vista, Philadelphia, PA, 19103",19103,ID00139,END,Competitor Loyalist
C996,R1630,N,20250307,3,171,0,0,0,Michael Brown,"87331 Julian Center Suite 186, Atlanta, GA, 30301",30301,ID00109,NEP,Managed Care Restricted
C261,R8202,B,20250206,2,171,5,10,15,Gregory Hughes,"47230 Reynolds Landing Apt. 921, Los Angeles, CA, 90001",90001,ID00022,NEP,Low-Volume Prescriber
C354,R7304,T,20250114,3,173,0,17,17,Eric Becker,"33578 Charles Camp Apt. 263, Seattle, WA, 98101",98101,ID00088,END,Unaware
C428,R9419,T,20250205,3,171,0,0,0,Dean Dunn,"68691 Candace Center, Los Angeles, CA, 90001",90001,ID00067,NEP,Aware Non-Prescriber
C676,R7547,B,20250120,3,171,9,10,19,Holly Johnson,"364 Donald Locks Suite 870, Seattle, WA, 98101",98101,ID00036,NEP,Low-Volume Prescriber
C558,R7505,T,20250214,2,172,0,23,23,John Garcia,"59147 Keith Drives, New York, NY, 10001",10001,ID00096,CAR,Unaware
C125,R9468,T,20250217,2,172,0,16,16,Dean Dunn,"68691 Candace Center, Los Angeles, CA, 90001",90001,ID00067,NEP,Aware Non-Prescriber
C771,R9051,T,20241231,1,173,0,27,27,Lisa Guerrero,"897 Amanda Circles, Houston, TX, 77001",77001,ID00094,NEP,Unaware
C199,R4633,N,20250331,2,171,9,0,9,Cynthia French,"3991 Brennan Underpass, Philadelphia, PA, 19103",19103,ID00062,END,New Adopter
C894,R9289,T,20250226,1,173,0,22,22,Tiffany Gonzalez,"266 Robertson Heights, Los Angeles, CA, 90001",90001,ID00092,END,Unaware
C753,R5895,N,20250131,2,171,0,0,0,Amy Terry,"7327 Gary Ways Suite 354, Seattle, WA, 98101",98101,ID00089,NEP,Unaware
C579,R1994,N,20250427,1,171,0,0,0,Lisa Guerrero,"897 Amanda Circles, Houston, TX, 77001",77001,ID00094,NEP,Unaware
C632,R1117,T,20250313,3,172,0,11,11,Tammy Rose,"86335 Lawson Ranch Apt. 743, Los Angeles, CA, 90001",90001,ID00076,END,Aware Non-Prescriber
C746,R3373,T,20250318,2,172,0,19,19,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END,Aware Non-Prescriber
C432,R9363,T,20250121,2,173,0,30,30,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END,Aware Non-Prescriber
C705,R8063,N,20250125,3,171,0,0,0,Tracey Powell,"3589 Timothy Harbor Suite 446, Los Angeles, CA, 90001",90001,ID00125,NEP,Managed Care Restricted
C258,R7980,T,20250220,2,171,0,0,0,Tammy Rose,"86335 Lawson Ranch Apt. 743, Los Angeles, CA, 90001",90001,ID00076,END,Aware Non-Prescriber
C776,R5445,T,20250107,2,172,0,21,21,Mr. Scott Lopez,"99002 Vasquez Island Apt. 417, New York, NY, 10001",10001,ID00103,CAR,Unaware
C598,R1718,T,20250414,2,173,0,24,24,Dean Dunn,"68691 Candace Center, Los Angeles, CA, 90001",90001,ID00067,NEP,Aware Non-Prescriber
C487,R6754,N,20250120,2,171,15,0,15,Heidi Lucero,"5415 Billy Key, Seattle, WA, 98101",98101,ID00049,NEP,New Adopter
C306,R8449,N,20250315,3,171,0,0,0,Anthony Green,"47110 Contreras Shoal Suite 755, Atlanta, GA, 30301",30301,ID00111,CAR,Managed Care Restricted
C323,R2740,T,20250309,2,172,0,20,20,Bryan Johnson,"714 Watkins Unions Suite 059, Philadelphia, PA, 19103",19103,ID00137,END,Competitor Loyalist
C557,R4205,T,20250318,3,171,0,0,0,Timothy Lewis,"60203 Cindy Lock, Atlanta, GA, 30301",30301,ID00126,CAR,Competitor Loyalist
C504,R1504,T,20250204,2,172,0,21,21,John Walsh,"0193 Mcclain Circles Suite 081, Philadelphia, PA, 19103",19103,ID00069,END,Aware Non-Prescriber
C406,R3661,B,20250405,3,171,8,11,19,Jonathan Lee,"582 Allison Glens Apt. 728, Chicago, IL, 60601",60601,ID00033,NEP,Low-Volume Prescriber
C313,R8746,T,20250306,3,172,0,12,12,Amy Terry,"7327 Gary Ways Suite 354, Seattle, WA, 98101",98101,ID00089,NEP,Unaware
C597,R4139,T,20250124,1,172,0,30,30,Manuel Young,"36774 James Fords Apt. 798, New York, NY, 10001",10001,ID00093,NEP,Unaware
C243,R1584,T,20250403,1,173,0,11,11,Tina Reed,"19172 Miller Vista, Philadelphia, PA, 19103",19103,ID00139,END,Competitor Loyalist
C323,R5408,B,20250228,2,171,0,0,0,Valerie Smith,"2865 Rodriguez Pike Apt. 296, New York, NY, 10001",10001,ID00080,NEP,Aware Non-Prescriber
C484,R8075,B,20250302,1,171,7,18,25,Jonathan Lee,"582 Allison Glens Apt. 728, Chicago, IL, 60601",60601,ID00033,NEP,Low-Volume Prescriber
C586,R3278,T,20250324,1,173,0,19,19,Michelle Peters,"68718 Rivera Motorway, Philadelphia, PA, 19103",19103,ID00128,END,Competitor Loyalist
C202,R4513,T,20250225,3,173,0,23,23,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C404,R4891,N,20250201,3,171,12,0,12,Robert Hernandez,"450 Michael Heights Suite 689, Atlanta, GA, 30301",30301,ID00050,CAR,New Adopter
C114,R7684,B,20250330,1,171,14,47,61,Mark Hunt,"050 Smith Land Apt. 308, Seattle, WA, 98101",98101,ID00011,END,High-Volume Loyalist
C889,R9039,T,20250305,3,171,0,0,0,Alejandro Gould,"48615 Craig Tunnel, New York, NY, 10001",10001,ID00138,NEP,Competitor Loyalist
C642,R5995,T,20250104,1,173,0,17,17,Lori Clark,"889 Curtis Summit Apt. 266, Atlanta, GA, 30301",30301,ID00104,NEP,Unaware
C892,R5934,T,20250427,2,171,0,0,0,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR,Aware Non-Prescriber
C346,R4692,B,20250216,1,171,9,17,26,Douglas Mcclain,"09854 Barrett Stravenue, Philadelphia, PA, 19103",19103,ID00030,NEP,Low-Volume Prescriber
C888,R4985,T,20250216,3,173,0,30,30,Paul Solomon,"98394 Leroy Garden Apt. 332, Houston, TX, 77001",77001,ID00079,END,Aware Non-Prescriber
C354,R3583,T,20250407,1,172,0,17,17,Jeffrey Salazar,"8770 Thomas Wells Apt. 251, New York, NY, 10001",10001,ID00090,NEP,Unaware
C394,R2523,T,20250329,2,171,0,0,0,Valerie Smith,"2865 Rodriguez Pike Apt. 296, New York, NY, 10001",10001,ID00080,NEP,Aware Non-Prescriber
C258,R7980,T,20250220,2,172,0,18,18,Tammy Rose,"86335 Lawson Ranch Apt. 743, Los Angeles, CA, 90001",90001,ID00076,END,Aware Non-Prescriber
C761,R2612,B,20250419,3,171,10,50,60,Andrea Miller,"677 Johnson Rue, Chicago, IL, 60601",60601,ID00003,END,High-Volume Loyalist
C998,R8863,T,20250116,3,173,0,20,20,Bonnie Davis,"5907 Angela Valley, New York, NY, 10001",10001,ID00071,END,Aware Non-Prescriber
C273,R6729,T,20250407,2,172,0,27,27,John Jones,"27478 Holland Mountains, Philadelphia, PA, 19103",19103,ID00101,END,Unaware
C667,R1333,B,20250307,3,171,18,46,64,Paul Nelson PhD,"47328 Nancy Ville Suite 584, Atlanta, GA, 30301",30301,ID00019,END,High-Volume Loyalist
