Client_Number,Report_Number,RX_Type,Data_Date,Category,Product_Group,Bucket01,Bucket24,Bucket25,Prescriber_Name,Prescriber_Address,Prescriber_ZIP,SRA1_IMS_Doctor#,SRA2_Specialty
C153,R4568,T,20250124,2,172,0,27,27,Amy Terry,"7327 Gary Ways Suite 354, Seattle, WA, 98101",98101,ID00089,NEP
C169,R4853,B,20250417,1,171,11,49,60,Andrea Miller,"677 Johnson Rue, Chicago, IL, 60601",60601,ID00003,END
C226,R2494,N,20250331,3,171,0,0,0,Anthony Green,"47110 Contreras Shoal Suite 755, Atlanta, GA, 30301",30301,ID00111,CAR
C565,R9346,T,20250319,1,172,0,18,18,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP
C804,R9059,T,20250228,3,172,0,11,11,Brittany Christensen,"828 Brandon Square Apt. 201, Chicago, IL, 60601",60601,ID00085,END
C802,R6544,N,20250303,1,171,0,0,0,Jeffrey Salazar,"8770 Thomas Wells Apt. 251, New York, NY, 10001",10001,ID00090,NEP
C814,R4617,T,20250209,3,173,0,27,27,Katrina Torres,"4105 King Ridges Apt. 254, Seattle, WA, 98101",98101,ID00099,NEP
C109,R8052,B,20250405,2,171,0,0,0,Brittany Christensen,"828 Brandon Square Apt. 201, Chicago, IL, 60601",60601,ID00085,END
C613,R3276,T,20250302,2,171,0,0,0,Alan Wilson,"562 Steele Brooks, Philadelphia, PA, 19103",19103,ID00073,END
C493,R6902,T,20250123,3,171,0,0,0,Michelle Peters,"68718 Rivera Motorway, Philadelphia, PA, 19103",19103,ID00128,END
C248,R9690,T,20250228,2,172,0,26,26,Sandra Mccoy,"96055 Megan Valley, Seattle, WA, 98101",98101,ID00133,CAR
C124,R4164,B,20250212,2,171,13,37,50,Lori Williams MD,"31525 Colin Knoll, Philadelphia, PA, 19103",19103,ID00005,END
C687,R6431,T,20250305,2,173,0,18,18,Jessica Matthews,"0909 Miller Dam Apt. 891, Los Angeles, CA, 90001",90001,ID00130,END
C348,R9537,B,20250220,2,171,5,18,23,Daniel Smith,"404 Brenda Plains Suite 108, Atlanta, GA, 30301",30301,ID00034,END
C964,R8445,N,20250414,1,171,11,0,11,Cynthia French,"3991 Brennan Underpass, Philadelphia, PA, 19103",19103,ID00062,END
C857,R9814,N,20250210,1,171,0,0,0,John Thomas,"03583 Duncan Walk Apt. 643, Seattle, WA, 98101",98101,ID00102,CAR
C447,R8430,B,20250223,2,171,13,43,56,Jason Webster,"36796 Ballard Fork Suite 800, Houston, TX, 77001",77001,ID00014,END
C809,R7512,B,20250228,2,171,15,49,64,Mark Hunt,"050 Smith Land Apt. 308, Seattle, WA, 98101",98101,ID00011,END
C264,R2128,T,20250426,3,172,0,21,21,Tiffany Gonzalez,"266 Robertson Heights, Los Angeles, CA, 90001",90001,ID00092,END
C572,R3798,N,20250212,2,171,0,0,0,Alexandra Clark,"7622 Johnson Greens, Houston, TX, 77001",77001,ID00124,END
C861,R7814,T,20250214,3,172,0,23,23,Lisa Guerrero,"897 Amanda Circles, Houston, TX, 77001",77001,ID00094,NEP
C610,R4271,T,20250122,3,171,0,0,0,Valerie Smith,"2865 Rodriguez Pike Apt. 296, New York, NY, 10001",10001,ID00080,NEP
C322,R1924,B,20250219,2,171,6,18,24,Tina Smith,"0220 Li Corner, Chicago, IL, 60601",60601,ID00029,NEP
C111,R3316,T,20250206,3,173,0,27,27,John Walsh,"0193 Mcclain Circles Suite 081, Philadelphia, PA, 19103",19103,ID00069,END
C998,R8863,B,20250116,3,171,0,0,0,Bonnie Davis,"5907 Angela Valley, New York, NY, 10001",10001,ID00071,END
C112,R5731,T,20250420,2,172,0,29,29,Sandra Mccoy,"96055 Megan Valley, Seattle, WA, 98101",98101,ID00133,CAR
C466,R7713,N,20250408,2,171,11,0,11,Vincent Sanders,"5175 Lance Hills, Houston, TX, 77001",77001,ID00059,NEP
C244,R1301,N,20250319,3,171,0,0,0,John Thomas,"03583 Duncan Walk Apt. 643, Seattle, WA, 98101",98101,ID00102,CAR
C769,R7201,T,20250312,1,173,0,19,19,Alan Wilson,"562 Steele Brooks, Philadelphia, PA, 19103",19103,ID00073,END
C439,R6911,T,20250422,1,173,0,17,17,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR
C408,R8504,B,20250318,1,171,20,46,66,Jason Webster,"36796 Ballard Fork Suite 800, Houston, TX, 77001",77001,ID00014,END
C879,R8989,T,20250213,1,173,0,29,29,Jonathan Joseph,"5976 Cabrera Orchard Suite 124, Chicago, IL, 60601",60601,ID00072,CAR
C984,R8801,B,20250324,2,171,0,0,0,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP
C155,R9613,T,20250405,3,173,0,10,10,Reginald Baker,"502 John Extension, Houston, TX, 77001",77001,ID00081,NEP
C342,R9220,T,20250417,3,173,0,22,22,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP
C632,R1117,T,20250313,3,172,0,11,11,Tammy Rose,"86335 Lawson Ranch Apt. 743, Los Angeles, CA, 90001",90001,ID00076,END
C838,R1417,N,20250324,2,171,10,0,10,Amanda Gillespie,"16188 Krystal Place, Atlanta, GA, 30301",30301,ID00055,NEP
C472,R8066,B,20250327,3,171,20,36,56,Lori Williams MD,"31525 Colin Knoll, Philadelphia, PA, 19103",19103,ID00005,END
C674,R1144,T,20250205,1,173,0,10,10,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR
C542,R5747,T,20250110,1,172,0,10,10,Katrina Torres,"4105 King Ridges Apt. 254, Seattle, WA, 98101",98101,ID00099,NEP
C151,R3752,N,20250114,1,171,15,0,15,Ariana Bailey,"84002 Phillips Camp, Chicago, IL, 60601",60601,ID00046,END
C850,R4161,N,20250412,2,171,0,0,0,Stephen Lopez,"736 Graham Inlet, Atlanta, GA, 30301",30301,ID00091,CAR
C777,R5122,T,20250115,3,173,0,16,16,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP
C647,R1096,T,20250101,2,171,0,0,0,Dr. Joseph Hughes,"89401 Robert Run Apt. 512, Atlanta, GA, 30301",30301,ID00068,CAR
C549,R2923,B,20250225,2,171,7,11,18,Dylan George,"894 Davis Lakes Suite 123, Philadelphia, PA, 19103",19103,ID00038,END
C215,R8889,T,20250330,2,172,0,10,10,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP
C257,R5726,T,20250416,2,171,0,0,0,Michelle Peters,"68718 Rivera Motorway, Philadelphia, PA, 19103",19103,ID00128,END
C289,R1306,T,20250216,3,173,0,10,10,Tiffany Gonzalez,"266 Robertson Heights, Los Angeles, CA, 90001",90001,ID00092,END
C473,R7563,B,20250125,2,171,0,0,0,Jill Taylor,"10380 Owens Pine, Chicago, IL, 60601",60601,ID00082,END
C672,R6198,B,20250226,1,171,17,46,63,Kristin Elliott,"294 Schroeder Garden Apt. 703, Houston, TX, 77001",77001,ID00006,END
C404,R4891,N,20250201,3,171,12,0,12,Robert Hernandez,"450 Michael Heights Suite 689, Atlanta, GA, 30301",30301,ID00050,CAR
C381,R4683,B,20250410,1,171,7,10,17,Dylan George,"894 Davis Lakes Suite 123, Philadelphia, PA, 19103",19103,ID00038,END
C707,R6511,B,20250119,2,171,9,14,23,Jennifer Rodriguez,"943 Amber Park, Los Angeles, CA, 90001",90001,ID00024,NEP
C594,R6706,B,20250211,2,171,6,18,24,Holly Johnson,"364 Donald Locks Suite 870, Seattle, WA, 98101",98101,ID00036,NEP
C445,R3591,N,20250219,3,171,0,0,0,John Garcia,"59147 Keith Drives, New York, NY, 10001",10001,ID00096,CAR
C936,R3276,T,20250110,1,173,0,12,12,Timothy Lewis,"60203 Cindy Lock, Atlanta, GA, 30301",30301,ID00126,CAR
C422,R8389,B,20250302,2,171,6,12,18,Colton Ortiz,"002 Jessica Ford Suite 996, New York, NY, 10001",10001,ID00037,END
C279,R2343,T,20250302,3,171,0,0,0,Bonnie Davis,"5907 Angela Valley, New York, NY, 10001",10001,ID00071,END
C597,R4139,N,20250124,1,171,0,0,0,Manuel Young,"36774 James Fords Apt. 798, New York, NY, 10001",10001,ID00093,NEP
C458,R6082,B,20250210,1,171,19,34,53,Brian Perez,"2053 Nicole Mountains Suite 024, Los Angeles, CA, 90001",90001,ID00017,END
C893,R8069,T,20250324,1,173,0,17,17,Timothy Mccarthy,"3359 Harrell Center, Atlanta, GA, 30301",30301,ID00075,END
C461,R6653,T,20250216,1,172,0,21,21,Alan Wilson,"562 Steele Brooks, Philadelphia, PA, 19103",19103,ID00073,END
C310,R1152,N,20250131,2,171,10,0,10,Caitlin Armstrong,"82936 Rebecca Drives, Chicago, IL, 60601",60601,ID00058,END
C249,R3450,T,20250418,2,172,0,10,10,Jill Taylor,"10380 Owens Pine, Chicago, IL, 60601",60601,ID00082,END
C659,R9573,T,20250126,1,173,0,13,13,John Thomas,"03583 Duncan Walk Apt. 643, Seattle, WA, 98101",98101,ID00102,CAR
C677,R5979,B,20241231,2,171,6,14,20,Heather Hall,"185 Peterson Unions, Atlanta, GA, 30301",30301,ID00044,CAR
C515,R2752,N,20250305,1,171,0,0,0,Alexandra Clark,"7622 Johnson Greens, Houston, TX, 77001",77001,ID00124,END
C911,R8905,T,20250401,2,172,0,16,16,Karen Moore,"1184 Rachel Mountains Apt. 047, Philadelphia, PA, 19103",19103,ID00098,NEP
C323,R7965,B,20250406,3,171,8,18,26,Dylan George,"894 Davis Lakes Suite 123, Philadelphia, PA, 19103",19103,ID00038,END
C423,R5272,B,20250324,3,171,19,46,65,Jill King,"9346 Eric Highway, Los Angeles, CA, 90001",90001,ID00004,NEP
C999,R7343,T,20250320,2,172,0,22,22,Lori Clark,"889 Curtis Summit Apt. 266, Atlanta, GA, 30301",30301,ID00104,NEP
C933,R2636,T,20250313,3,172,0,14,14,Jill Taylor,"10380 Owens Pine, Chicago, IL, 60601",60601,ID00082,END
C115,R6869,B,20250113,3,171,10,34,44,Jason Webster,"36796 Ballard Fork Suite 800, Houston, TX, 77001",77001,ID00014,END
C789,R7436,T,20250118,1,172,0,14,14,Katrina Torres,"4105 King Ridges Apt. 254, Seattle, WA, 98101",98101,ID00099,NEP
C729,R8126,B,20250212,2,171,10,41,51,Dr. Cynthia Miller,"725 Mills Forge, Seattle, WA, 98101",98101,ID00020,NEP
C548,R5828,N,20250302,3,171,0,0,0,Stephen Lopez,"736 Graham Inlet, Atlanta, GA, 30301",30301,ID00091,CAR
C111,R7266,T,20250417,3,172,0,21,21,Katrina Torres,"4105 King Ridges Apt. 254, Seattle, WA, 98101",98101,ID00099,NEP
C656,R1094,N,20250303,2,171,0,0,0,Ryan Evans,"1962 Burns Mission, Houston, TX, 77001",77001,ID00112,END
C586,R2849,N,20250102,1,171,0,0,0,Alexandra Clark,"7622 Johnson Greens, Houston, TX, 77001",77001,ID00124,END
C799,R7390,T,20250128,2,172,0,28,28,Sandra Mccoy,"96055 Megan Valley, Seattle, WA, 98101",98101,ID00133,CAR
C404,R1528,B,20250112,3,171,10,13,23,Dylan George,"894 Davis Lakes Suite 123, Philadelphia, PA, 19103",19103,ID00038,END
C995,R5489,B,20250421,3,171,7,12,19,Edward Moore,"26617 Castillo Mission, Los Angeles, CA, 90001",90001,ID00040,END
C982,R1542,T,20250122,3,172,0,24,24,Scott Johnson,"09995 Charles Plain, Philadelphia, PA, 19103",19103,ID00132,CAR
C451,R9765,T,20250318,1,172,0,13,13,Jessica Matthews,"0909 Miller Dam Apt. 891, Los Angeles, CA, 90001",90001,ID00130,END
C620,R3903,N,20250416,3,171,15,0,15,John Allen,"6872 Katie Ford, Houston, TX, 77001",77001,ID00063,CAR
C894,R4912,T,20250319,2,172,0,19,19,Tiffany Gonzalez,"266 Robertson Heights, Los Angeles, CA, 90001",90001,ID00092,END
C742,R9938,B,20250319,3,171,5,17,22,Gregory Hughes,"47230 Reynolds Landing Apt. 921, Los Angeles, CA, 90001",90001,ID00022,NEP
C282,R1512,T,20250415,1,173,0,13,13,Manuel Young,"36774 James Fords Apt. 798, New York, NY, 10001",10001,ID00093,NEP
C108,R9362,T,20250110,3,171,0,0,0,Michelle Ross,"5963 Connor Spring, Houston, TX, 77001",77001,ID00127,NEP
C238,R5945,N,20250101,3,171,0,0,0,James Steele,"0564 Katherine Tunnel Apt. 235, Atlanta, GA, 30301",30301,ID00097,END
C814,R4617,T,20250209,3,173,0,30,30,Katrina Torres,"4105 King Ridges Apt. 254, Seattle, WA, 98101",98101,ID00099,NEP
C371,R7014,T,20250118,1,172,0,15,15,James Steele,"0564 Katherine Tunnel Apt. 235, Atlanta, GA, 30301",30301,ID00097,END
C279,R2343,T,20250302,3,172,0,10,10,Bonnie Davis,"5907 Angela Valley, New York, NY, 10001",10001,ID00071,END
C505,R6005,B,20250325,3,171,6,10,16,Edward Moore,"26617 Castillo Mission, Los Angeles, CA, 90001",90001,ID00040,END
C245,R9624,T,20250328,1,173,0,12,12,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP
C239,R7406,T,20250228,1,173,0,16,16,John Walsh,"0193 Mcclain Circles Suite 081, Philadelphia, PA, 19103",19103,ID00069,END
C771,R1090,B,20250303,2,171,13,34,47,Kristin Elliott,"294 Schroeder Garden Apt. 703, Houston, TX, 77001",77001,ID00006,END
C576,R5315,N,20250104,2,171,15,0,15,Kaitlyn Schwartz,"863 Stacy Spurs Suite 299, Atlanta, GA, 30301",30301,ID00051,CAR
C809,R2110,N,20250201,1,171,11,0,11,Heidi Lucero,"5415 Billy Key, Seattle, WA, 98101",98101,ID00049,NEP
C394,R2523,T,20250329,2,173,0,22,22,Valerie Smith,"2865 Rodriguez Pike Apt. 296, New York, NY, 10001",10001,ID00080,NEP
C446,R3868,B,20250116,1,171,15,47,62,Paul Nelson PhD,"47328 Nancy Ville Suite 584, Atlanta, GA, 30301",30301,ID00019,END
C367,R9783,T,20250323,3,172,0,16,16,Tammy Rose,"86335 Lawson Ranch Apt. 743, Los Angeles, CA, 90001",90001,ID00076,END
C653,R1533,T,20250411,2,173,0,26,26,Reginald Baker,"502 John Extension, Houston, TX, 77001",77001,ID00081,NEP
C939,R8373,T,20250222,3,173,0,10,10,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP
C861,R7814,T,20250214,3,172,0,30,30,Lisa Guerrero,"897 Amanda Circles, Houston, TX, 77001",77001,ID00094,NEP
C967,R6432,N,20250412,1,171,9,0,9,Ariana Bailey,"84002 Phillips Camp, Chicago, IL, 60601",60601,ID00046,END
C403,R4727,B,20250316,2,171,11,36,47,Emma Moore,"7136 Stephanie Drive, Philadelphia, PA, 19103",19103,ID00008,CAR
C158,R4552,T,20250319,1,171,0,0,0,John Church,"5132 Crystal Prairie, Los Angeles, CA, 90001",90001,ID00135,NEP
C512,R9447,B,20250225,1,171,10,11,21,Brian Roberts,"4298 Lowery Garden Suite 160, Los Angeles, CA, 90001",90001,ID00039,CAR
C258,R7084,T,20250328,3,173,0,18,18,Jeffrey Salazar,"8770 Thomas Wells Apt. 251, New York, NY, 10001",10001,ID00090,NEP
C587,R1639,T,20250317,1,173,0,24,24,Timothy Mccarthy,"3359 Harrell Center, Atlanta, GA, 30301",30301,ID00075,END
C395,R8195,B,20250120,2,171,19,48,67,Thomas Rhodes,"890 Dylan Trail, Atlanta, GA, 30301",30301,ID00010,NEP
C586,R3278,T,20250324,1,173,0,19,19,Michelle Peters,"68718 Rivera Motorway, Philadelphia, PA, 19103",19103,ID00128,END
C273,R6729,N,20250407,2,171,0,0,0,John Jones,"27478 Holland Mountains, Philadelphia, PA, 19103",19103,ID00101,END
C137,R3319,T,20250427,1,172,0,28,28,Michael Garcia,"29926 Kathryn Overpass, Los Angeles, CA, 90001",90001,ID00140,END
C151,R8811,B,20250106,3,171,15,31,46,Andrea Miller,"677 Johnson Rue, Chicago, IL, 60601",60601,ID00003,END
C830,R9740,N,20250413,1,171,0,0,0,Jean Christian,"8530 Mata Shores, Los Angeles, CA, 90001",90001,ID00123,END
C619,R9843,B,20250118,1,171,14,33,47,Jon Thomas,"14771 Patrick Ville, Seattle, WA, 98101",98101,ID00018,NEP
C830,R2204,B,20250407,3,171,7,13,20,Jonathan Lee,"582 Allison Glens Apt. 728, Chicago, IL, 60601",60601,ID00033,NEP
C744,R7229,B,20250314,2,171,6,18,24,Jennifer Rodriguez,"943 Amber Park, Los Angeles, CA, 90001",90001,ID00024,NEP
C908,R5444,T,20250204,1,172,0,10,10,Mr. Scott Lopez,"99002 Vasquez Island Apt. 417, New York, NY, 10001",10001,ID00103,CAR
C747,R8175,T,20250302,1,173,0,26,26,Tina Reed,"19172 Miller Vista, Philadelphia, PA, 19103",19103,ID00139,END
C373,R9998,B,20250320,2,171,10,36,46,Thomas Rhodes,"890 Dylan Trail, Atlanta, GA, 30301",30301,ID00010,NEP
C913,R6555,B,20250115,1,171,8,15,23,Jennifer Rodriguez,"943 Amber Park, Los Angeles, CA, 90001",90001,ID00024,NEP
C251,R2076,B,20250108,1,171,15,49,64,Jason Webster,"36796 Ballard Fork Suite 800, Houston, TX, 77001",77001,ID00014,END
C659,R3830,B,20250419,3,171,8,15,23,Christopher Gamble,"53267 Kathleen Extension, Chicago, IL, 60601",60601,ID00042,CAR
C671,R7802,T,20250311,3,173,0,29,29,Cynthia Graves,"1646 Samuel Crescent Suite 809, New York, NY, 10001",10001,ID00095,NEP
C826,R4694,B,20250206,1,171,6,15,21,Gregory Hughes,"47230 Reynolds Landing Apt. 921, Los Angeles, CA, 90001",90001,ID00022,NEP
C515,R2140,T,20250121,2,172,0,13,13,Timothy Lewis,"60203 Cindy Lock, Atlanta, GA, 30301",30301,ID00126,CAR
C686,R7456,T,20250114,1,171,0,0,0,John Walsh,"0193 Mcclain Circles Suite 081, Philadelphia, PA, 19103",19103,ID00069,END
C419,R7149,B,20250207,1,171,19,30,49,James Bradford,"48045 Natasha Vista Suite 907, Seattle, WA, 98101",98101,ID00007,END
C796,R2946,B,20250406,3,171,7,19,26,Jennifer Rodriguez,"943 Amber Park, Los Angeles, CA, 90001",90001,ID00024,NEP
C998,R7920,N,20250326,3,171,12,0,12,Jeffrey Norman,"2046 Steve River, Philadelphia, PA, 19103",19103,ID00064,NEP
C678,R3450,T,20250208,3,173,0,12,12,Katrina Torres,"4105 King Ridges Apt. 254, Seattle, WA, 98101",98101,ID00099,NEP
C371,R7484,B,20250125,3,171,15,37,52,Jill King,"9346 Eric Highway, Los Angeles, CA, 90001",90001,ID00004,NEP
C248,R9690,T,20250228,2,173,0,30,30,Sandra Mccoy,"96055 Megan Valley, Seattle, WA, 98101",98101,ID00133,CAR
C373,R2610,T,20250210,2,173,0,26,26,Devin Watkins,"915 Alejandro Dam Suite 837, Seattle, WA, 98101",98101,ID00134,CAR
C681,R2758,B,20250421,1,171,5,14,19,Brian Webb,"98193 Donna Mill Suite 101, Los Angeles, CA, 90001",90001,ID00026,NEP
C802,R6544,T,20250303,1,173,0,17,17,Jeffrey Salazar,"8770 Thomas Wells Apt. 251, New York, NY, 10001",10001,ID00090,NEP
C971,R5552,T,20250304,1,172,0,26,26,Luis Lozano,"59703 David Ford Apt. 715, Los Angeles, CA, 90001",90001,ID00131,END
C864,R8846,B,20250428,1,171,10,11,21,Douglas Mcclain,"09854 Barrett Stravenue, Philadelphia, PA, 19103",19103,ID00030,NEP
C882,R4594,N,20250202,3,171,8,0,8,Benjamin Tucker,"9040 Smith Causeway, Los Angeles, CA, 90001",90001,ID00047,END
C158,R4552,T,20250319,1,173,0,28,28,John Church,"5132 Crystal Prairie, Los Angeles, CA, 90001",90001,ID00135,NEP
C364,R7678,T,20250311,1,171,0,0,0,Dr. Joseph Hughes,"89401 Robert Run Apt. 512, Atlanta, GA, 30301",30301,ID00068,CAR
C214,R7131,N,20250206,1,171,0,0,0,Joy Diaz,"140 Donna Trafficway, Los Angeles, CA, 90001",90001,ID00119,CAR
C354,R4139,B,20250106,2,171,15,33,48,Andrea Miller,"677 Johnson Rue, Chicago, IL, 60601",60601,ID00003,END
C415,R6992,B,20250412,1,171,0,0,0,Brittany Christensen,"828 Brandon Square Apt. 201, Chicago, IL, 60601",60601,ID00085,END
C324,R7730,T,20250420,2,171,0,0,0,Timothy Mccarthy,"3359 Harrell Center, Atlanta, GA, 30301",30301,ID00075,END
C140,R6061,B,20250320,1,171,20,50,70,John Villa,"71110 Garza Ridge Apt. 137, Los Angeles, CA, 90001",90001,ID00012,NEP
C680,R6606,N,20250409,2,171,0,0,0,Tracey Powell,"3589 Timothy Harbor Suite 446, Los Angeles, CA, 90001",90001,ID00125,NEP
C617,R9004,B,20250125,3,171,20,38,58,Jill King,"9346 Eric Highway, Los Angeles, CA, 90001",90001,ID00004,NEP
C155,R9613,T,20250405,3,172,0,24,24,Reginald Baker,"502 John Extension, Houston, TX, 77001",77001,ID00081,NEP
C867,R9837,B,20250131,1,171,17,30,47,James Bradford,"48045 Natasha Vista Suite 907, Seattle, WA, 98101",98101,ID00007,END
C690,R9821,T,20250420,3,172,0,20,20,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END
C771,R1396,T,20250212,3,173,0,17,17,John Jones,"27478 Holland Mountains, Philadelphia, PA, 19103",19103,ID00101,END
C862,R5162,T,20250407,3,172,0,15,15,John Garcia,"59147 Keith Drives, New York, NY, 10001",10001,ID00096,CAR
C173,R5362,N,20250130,1,171,0,0,0,Audrey Ruiz,"8055 Martha Curve Apt. 773, Philadelphia, PA, 19103",19103,ID00100,END
C686,R3502,N,20250221,1,171,0,0,0,Mrs. Kristin Rodriguez,"484 Caldwell Ways Apt. 822, New York, NY, 10001",10001,ID00105,NEP
C890,R5767,T,20250214,2,173,0,14,14,Jonathan Joseph,"5976 Cabrera Orchard Suite 124, Chicago, IL, 60601",60601,ID00072,CAR
C769,R7201,T,20250312,1,173,0,26,26,Alan Wilson,"562 Steele Brooks, Philadelphia, PA, 19103",19103,ID00073,END
C522,R4080,T,20250412,2,173,0,26,26,David Mccoy,"65524 Thomas Track, Chicago, IL, 60601",60601,ID00086,CAR
C331,R4044,T,20250217,2,171,0,0,0,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP
C630,R6918,T,20250128,1,173,0,10,10,Alan Wilson,"562 Steele Brooks, Philadelphia, PA, 19103",19103,ID00073,END
C410,R1172,T,20250220,2,172,0,27,27,Brittany Christensen,"828 Brandon Square Apt. 201, Chicago, IL, 60601",60601,ID00085,END
C730,R5603,T,20250131,1,172,0,11,11,Luis Lozano,"59703 David Ford Apt. 715, Los Angeles, CA, 90001",90001,ID00131,END
C911,R8905,T,20250401,2,173,0,23,23,Karen Moore,"1184 Rachel Mountains Apt. 047, Philadelphia, PA, 19103",19103,ID00098,NEP
C943,R7671,N,20250123,2,171,11,0,11,Stephanie Jackson,"336 Catherine Terrace Apt. 956, Philadelphia, PA, 19103",19103,ID00053,CAR
C230,R3911,N,20250216,2,171,12,0,12,Jodi Griffith,"37360 Beth Coves Apt. 692, Seattle, WA, 98101",98101,ID00048,CAR
C812,R4018,T,20250423,1,173,0,13,13,James Rhodes,"28272 Mary Lane, Houston, TX, 77001",77001,ID00136,CAR
C614,R2738,T,20250329,1,173,0,13,13,Dr. Joseph Hughes,"89401 Robert Run Apt. 512, Atlanta, GA, 30301",30301,ID00068,CAR
C920,R1852,T,20250305,2,173,0,20,20,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END
C739,R1447,T,20250412,3,172,0,20,20,Luis Lozano,"59703 David Ford Apt. 715, Los Angeles, CA, 90001",90001,ID00131,END
C947,R9824,B,20250404,2,171,6,13,19,Nicholas Kelley,"579 Scott Squares, Los Angeles, CA, 90001",90001,ID00025,END
C623,R3534,N,20250426,3,171,0,0,0,James Steele,"0564 Katherine Tunnel Apt. 235, Atlanta, GA, 30301",30301,ID00097,END
C932,R7637,T,20250423,1,172,0,25,25,Bonnie Davis,"5907 Angela Valley, New York, NY, 10001",10001,ID00071,END
C180,R8369,B,20250131,1,171,7,20,27,Douglas Mcclain,"09854 Barrett Stravenue, Philadelphia, PA, 19103",19103,ID00030,NEP
C968,R8901,T,20250318,1,172,0,29,29,Reginald Baker,"502 John Extension, Houston, TX, 77001",77001,ID00081,NEP
C224,R6752,B,20250212,1,171,0,0,0,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END
C598,R1718,B,20250414,2,171,0,0,0,Dean Dunn,"68691 Candace Center, Los Angeles, CA, 90001",90001,ID00067,NEP
C671,R6690,T,20250128,2,173,0,30,30,Stephen Lopez,"736 Graham Inlet, Atlanta, GA, 30301",30301,ID00091,CAR
C473,R3153,B,20250409,2,171,10,48,58,John Villa,"71110 Garza Ridge Apt. 137, Los Angeles, CA, 90001",90001,ID00012,NEP
C556,R4937,T,20250113,3,173,0,21,21,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR
C889,R7504,T,20250310,1,173,0,24,24,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP
C672,R2185,T,20250220,3,173,0,24,24,Paul Solomon,"98394 Leroy Garden Apt. 332, Houston, TX, 77001",77001,ID00079,END
C797,R8548,B,20250405,2,171,0,0,0,Paul Solomon,"98394 Leroy Garden Apt. 332, Houston, TX, 77001",77001,ID00079,END
C227,R7029,B,20250419,3,171,15,38,53,Paul Nelson PhD,"47328 Nancy Ville Suite 584, Atlanta, GA, 30301",30301,ID00019,END
C946,R3450,T,20250101,1,172,0,18,18,Timothy Mccarthy,"3359 Harrell Center, Atlanta, GA, 30301",30301,ID00075,END
C531,R7631,T,20250420,1,172,0,23,23,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END
C254,R1241,T,20250128,1,172,0,18,18,Tiffany Mckee,"9995 Hill Loop, Chicago, IL, 60601",60601,ID00087,CAR
C486,R1665,N,20250122,1,171,9,0,9,Jeremy Haynes,"4394 Gray Manor, New York, NY, 10001",10001,ID00065,NEP
C291,R9987,T,20250209,2,173,0,13,13,Reginald Baker,"502 John Extension, Houston, TX, 77001",77001,ID00081,NEP
C362,R1804,T,20250329,3,172,0,26,26,Lisa Guerrero,"897 Amanda Circles, Houston, TX, 77001",77001,ID00094,NEP
C690,R9821,T,20250420,3,171,0,0,0,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END
C718,R3087,N,20250204,2,171,0,0,0,Alexandra Clark,"7622 Johnson Greens, Houston, TX, 77001",77001,ID00124,END
C371,R7014,T,20250118,1,172,0,24,24,James Steele,"0564 Katherine Tunnel Apt. 235, Atlanta, GA, 30301",30301,ID00097,END
C629,R5121,T,20250214,3,171,0,0,0,Alan Wilson,"562 Steele Brooks, Philadelphia, PA, 19103",19103,ID00073,END
C939,R8373,T,20250222,3,171,0,0,0,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP
C820,R4350,B,20250426,1,171,10,19,29,Douglas Mcclain,"09854 Barrett Stravenue, Philadelphia, PA, 19103",19103,ID00030,NEP
C582,R6621,T,20250201,1,172,0,24,24,Reginald Baker,"502 John Extension, Houston, TX, 77001",77001,ID00081,NEP
C948,R1206,N,20250413,2,171,0,0,0,Eric Becker,"33578 Charles Camp Apt. 263, Seattle, WA, 98101",98101,ID00088,END
C513,R2148,T,20250301,2,172,0,27,27,Alejandro Gould,"48615 Craig Tunnel, New York, NY, 10001",10001,ID00138,NEP
